V1,gene,logfoldchanges,pvals,pvals_adj,neg_log_pvals,point_color,regulation,label
278,LARP4,0.6640683,1.00760902230451e-43,8.93605258638053e-42,41.0488542841731,black,NS,
279,PCGF3,0.84796774,1.10508454942095e-43,9.77902888996365e-42,41.0097042708433,black,NS,
280,PRRG4,1.1226207,1.20415737534655e-43,1.06324197833663e-41,40.9733678851503,red,Up,
281,HNRNPD,0.44013885,1.39009690397859e-43,1.22474214561886e-41,40.9119553370321,black,NS,
282,YWHAZ,0.38032547,1.53243756940445e-43,1.34720960349909e-41,40.8705648299924,black,NS,
283,CPNE1,0.6298729,2.19981312922497e-43,1.92552840326434e-41,40.7154500707624,black,NS,
284,CSF2RB,0.6143699,4.21556390438475e-43,3.67400506846076e-41,40.4348602489004,black,NS,
285,DOCK2,0.5228613,4.27113941762674e-43,3.71441848663953e-41,40.4301091678554,black,NS,
286,BRPF3,1.1053114,5.28964761318514e-43,4.59027656961821e-41,40.3381611469158,red,Up,
287,SNX27,0.7736829,9.08430189244416e-43,7.84945931400228e-41,40.1051602572716,black,NS,
288,HK1,0.70345825,2.143290002638e-42,1.84405198691788e-40,39.7342268396201,black,NS,
289,DOCK3,1.8688645,2.27445948859547e-42,1.9527444528469e-40,39.7093545872191,red,Up,
290,HIGD1A,1.0799248,3.30636269423686e-42,2.82665990334419e-40,39.548726441594,red,Up,
291,ARAP2,0.37243718,5.62038771476464e-42,4.77460810665648e-40,39.3210622689182,black,NS,
292,TXLNA,0.8871329,6.7446790597706e-42,5.71767414747612e-40,39.242780598888,black,NS,
293,ACSL1,0.7226894,6.84193387442877e-42,5.78796049687525e-40,39.2374744416248,black,NS,
294,PRDM1,0.96275926,8.04638486467013e-42,6.79263016860186e-40,39.1679620303538,black,NS,
295,MLLT6,0.46466509,9.90964287468985e-42,8.34809831481179e-40,39.078412444929,black,NS,
296,HNRNPF,0.6268877,1.18739481502864e-41,9.98203241167406e-40,39.0007810243128,black,NS,
297,KIF21B,0.9887853,1.29833160426092e-41,1.08919494584484e-39,38.9628943825697,black,NS,
298,BAZ2A,0.5223707,1.40133454119776e-41,1.17073812435635e-39,38.9315402388866,black,NS,
299,PRRC2A,0.67577153,2.17300753375319e-41,1.80422222226356e-39,38.74370997236,black,NS,
300,TNS3,0.58180547,6.54057312119964e-41,5.37525878995209e-39,38.2696006219533,black,NS,
301,SPRED2,0.54144675,7.69651713202265e-41,6.3123955144589e-39,38.1998057974467,black,NS,
302,PLCG2,0.8099686,7.88413158186894e-41,6.45315370368307e-39,38.1902279905776,black,NS,
303,SNX24,1.3745792,8.6437833786904e-41,7.04634236155384e-39,38.1520362595196,red,Up,
304,ARPC1B,0.6308682,1.30977235244989e-40,1.06341919448809e-38,37.973295505029,black,NS,
305,RNF217,1.2301078,1.57081140139273e-40,1.27279882869477e-38,37.8952402330249,red,Up,
306,CPNE8,0.9903803,1.69887450317367e-40,1.37380729362854e-38,37.862074182257,black,NS,
307,CHTF8,0.92062664,2.34279001080273e-40,1.88695134762299e-38,37.7242392973609,black,NS,
308,HNRNPA2B1,0.320674,2.35989796938204e-40,1.89694428008972e-38,37.721945425677,black,NS,
309,RAB8A,0.65813303,4.10516145393779e-40,3.28673561486702e-38,37.4832352291774,black,NS,
310,SPATS2,0.7535922,6.65269333192322e-40,5.30532571797956e-38,37.2752879476385,black,NS,
311,LONRF2,5.4903955,1.42889558465e-39,1.1350156423582e-37,36.9449981531466,red,Up,
312,MAPKAPK3,1.3279257,3.05827214072269e-39,2.40560228893649e-37,36.6187761716751,red,Up,
313,PIP5K1B,1.9543734,3.46133634553915e-39,2.706818686341e-37,36.5675408340554,red,Up,
314,NAPB,0.9753618,4.41809608476444e-39,3.44833681261924e-37,36.4623903215254,black,NS,
315,OAZ1,0.73646533,5.22268575890599e-39,4.06845204137789e-37,36.3905707990705,black,NS,
316,PFN1,0.40170652,6.80280396549875e-39,5.28914731437005e-37,36.2766143367573,black,NS,
317,HCFC1,0.72611934,8.18818089240851e-39,6.34183254069996e-37,36.1977852299233,black,NS,
318,EZR,0.47844893,8.48475197536281e-39,6.55894083735326e-37,36.1831662864828,black,NS,
319,MAPRE1,0.67710114,1.01356131461062e-38,7.8201197260359e-37,36.1067865978406,black,NS,
320,ZMIZ1,0.8645141,1.19931573535475e-38,9.2356466704265e-37,36.0345326903087,black,NS,
321,PITRM1,0.9840707,1.3059055603065e-38,1.00182321614996e-36,35.9992089082335,black,NS,
322,SLC5A6,1.4688759,1.53424502649867e-38,1.17253513843322e-36,35.9308741335178,red,Up,
323,SZRD1,0.5806926,2.01234040641197e-38,1.53211245433086e-36,35.8147093570905,black,NS,
324,KIAA0040,0.7663795,2.10653792457614e-38,1.60081013808845e-36,35.7956601739334,black,NS,
325,PTP4A3,2.80929,2.11087462789513e-38,1.60109046963956e-36,35.7955841275715,red,Up,
326,ARHGAP45,0.46782717,2.46972976015027e-38,1.86626470564763e-36,35.7290267571335,black,NS,
327,UBAP2L,0.56579435,3.19842663872101e-38,2.40789014413564e-36,35.6183633309043,black,NS,
328,TAOK3,0.3961684,3.80822617168092e-38,2.86163021377409e-36,35.5433864874502,black,NS,
329,AP2M1,0.858841,4.9261714103604e-38,3.69481168681902e-36,35.4324076913583,black,NS,
330,H3-3B,0.43280992,5.74291881354915e-38,4.29941113106373e-36,35.3665910235001,black,NS,
331,ZFYVE28,0.9297008,6.06750845986142e-38,4.53400187726534e-36,35.3435183043935,black,NS,
332,VAC14,0.56945103,6.23262372707821e-38,4.64877694334677e-36,35.332661291545,black,NS,
333,SSR3,0.81577754,6.79341788432582e-38,5.05771214886191e-36,35.2960458914246,black,NS,
334,TUBA1A,0.77215695,7.62221057898667e-38,5.66429910282265e-36,35.2468538218304,black,NS,
335,PLXNA3,1.5904411,8.30659703236063e-38,6.13897075915414e-36,35.2119044352251,red,Up,
336,TMEM41A,1.165674,1.16317136865029e-37,8.56501661820739e-36,35.0672717900611,red,Up,
337,EMILIN2,0.58459914,1.647304635395e-37,1.21078390978978e-35,34.9169333590534,black,NS,
338,HLA-A,0.3687457,2.05794142254846e-37,1.50711528643694e-35,34.8218535251583,black,NS,
339,BSG,1.0760378,3.26610564682642e-37,2.38757056269456e-35,34.6220437843365,red,Up,
340,RYBP,0.54173434,3.31708553278264e-37,2.42045272005145e-35,34.6161033962378,black,NS,
341,RN7SKP71,1.1842347,4.74392172394521e-37,3.45535612643749e-35,34.4615071854023,red,Up,
342,DLGAP2,1.7720366,6.43417103151799e-37,4.66963434287435e-35,34.3307171256629,red,Up,
343,ANXA6,0.4020709,8.01560826254114e-37,5.78615070858784e-35,34.2376102587185,black,NS,
344,SUSD1,0.6525366,8.82577189694172e-37,6.35959906402486e-35,34.1965702632463,black,NS,
345,NOLC1,0.9264053,1.10499029641762e-36,7.94805141551584e-35,34.0997393321256,black,NS,
346,CDC42BPA,1.289835,1.12740551542071e-36,8.09485184310611e-35,34.0917910955592,red,Up,
347,TUBB,0.5273701,1.77122615999519e-36,1.26949410316387e-34,33.8963693120958,black,NS,
348,VAV2,0.61009103,3.57882768296726e-36,2.56051160750168e-34,33.5916732510491,black,NS,
349,STAMBPL1,0.858263,4.09852703272052e-36,2.92518796043191e-34,33.5338462227251,black,NS,
350,ANXA5,0.8126628,4.10303426250115e-36,2.92518796043191e-34,33.5338462227251,black,NS,
351,ACTN1,0.9006392,5.18731075288373e-36,3.69168189594999e-34,33.4327757282273,black,NS,
352,TSPAN15,0.81753325,5.24419354203106e-36,3.72559327126826e-34,33.4288045594466,black,NS,
353,SLC2A1,0.9167562,6.10836915475058e-36,4.33189652253946e-34,33.3633219260603,black,NS,
354,PPP2R3A,1.0065864,7.00085629344142e-36,4.95611496759558e-34,33.3048586277977,red,Up,
355,CCR6,1.2391859,7.77319649045381e-36,5.49324036397184e-34,33.2601713974355,red,Up,
356,FKBP1A,0.87149066,8.47169753868258e-36,5.97639753637971e-34,33.22356052195,black,NS,
357,KPNB1,0.4024076,8.60657682487554e-36,6.06095267080938e-34,33.2174591073258,black,NS,
358,REL,0.32145324,1.06175541283525e-35,7.46410355726965e-34,33.1270223438008,black,NS,
359,PHACTR2,0.5313714,1.15665382576599e-35,8.11709481344509e-34,33.0905993811346,black,NS,
360,ACADVL,0.9183311,2.00767348341435e-35,1.4064868125475e-33,32.8518643354964,black,NS,
361,GOLGA3,0.8102382,2.70506537658579e-35,1.88849131619359e-33,32.7238850078382,black,NS,
362,MED12,0.69963557,3.04365960543164e-35,2.12120470463519e-33,32.6734174183276,black,NS,
363,SRRM2,0.27602062,3.81539938346376e-35,2.64989665957883e-33,32.5767710623084,black,NS,
364,BCL9L,0.5337315,4.18712692098009e-35,2.90307466521287e-33,32.53714179425,black,NS,
365,FMNL1,0.422318,4.43296686036835e-35,3.06299792379424e-33,32.5138532975731,black,NS,
366,DOT1L,0.7175268,4.91701383666726e-35,3.39164687755893e-33,32.4695893707758,black,NS,
367,PDIA6,0.7669997,5.38650908855937e-35,3.70915383517999e-33,32.4307251541655,black,NS,
368,UCP2,0.9403206,5.93489123267771e-35,4.07980802420802e-33,32.3893602722015,black,NS,
369,SMG7,0.5484169,6.19702121019899e-35,4.25275850125764e-33,32.3713292785954,black,NS,
370,RUBCN,0.40094575,7.21421517999221e-35,4.94241105166461e-33,32.306061137921,black,NS,
371,ARPC4,0.5642347,7.76659837286954e-35,5.31182673800054e-33,32.2747560992947,black,NS,
372,MKNK2,0.96867245,7.96706561378919e-35,5.4397128874386e-33,32.2644240221202,black,NS,
373,SEC24C,0.73727214,9.66131644189421e-35,6.57425701624478e-33,32.182153321466,black,NS,
374,PUF60,1.2784777,1.14791018512627e-34,7.79805922394195e-33,32.108013470798,red,Up,
375,SLC39A11,0.54135406,1.57498122381819e-34,1.0681284427481e-32,31.9713765201326,black,NS,
376,GTF2A1,0.64690423,1.87054130960479e-34,1.26644434438209e-32,31.8974138911153,black,NS,
377,DEPP1,1.383604,1.89769606135033e-34,1.28267724401354e-32,31.8918826100147,red,Up,
378,HEMK1,1.3513706,2.57901711145978e-34,1.73447497469375e-32,31.760831961853,red,Up,
379,YWHAQ,0.5333182,2.63376096249689e-34,1.76834479798128e-32,31.752433050827,black,NS,
380,CCDC88B,0.7737934,2.74031437255521e-34,1.83682999271342e-32,31.7359310378385,black,NS,
381,ANXA2,0.42561644,3.71396106836055e-34,2.48533593748731e-32,31.6046149003164,black,NS,
382,NECAP2,0.57251126,3.99412785214141e-34,2.66398424941504e-32,31.5744683472241,black,NS,
383,KARS1,0.6401126,4.99875430847986e-34,3.32854346296665e-32,31.4777457678085,black,NS,
384,OSTC,1.2285303,8.70180148201663e-34,5.78476265901705e-32,31.2377144548615,red,Up,
385,STX4,0.94350666,1.06116340359958e-33,7.04277395757404e-32,31.1522562503488,black,NS,
386,FYTTD1,0.45593545,1.46032532364663e-33,9.62860252610927e-32,31.016436740834,black,NS,
387,DEPTOR,3.4248998,1.98362912273615e-33,1.30151873757153e-31,30.8855495751035,red,Up,
388,TMBIM6,0.54865754,3.24385183850633e-33,2.12148961729996e-31,30.6733590893559,black,NS,
389,LMAN1,0.93642974,3.66052716687044e-33,2.39012285174039e-31,30.6215797758461,black,NS,
390,SEMA4D,0.53821504,5.29602394323106e-33,3.44130689464186e-31,30.4632765954098,black,NS,
391,ATP5F1B,0.64464086,6.15217729051428e-33,3.99120028982045e-31,30.3988964775326,black,NS,
392,SON,0.30883268,6.19381514944525e-33,4.01176290385898e-31,30.3966647418003,black,NS,
393,CYBA,0.58664733,6.56588539034971e-33,4.24593921909281e-31,30.3720262270804,black,NS,
394,S100A11,0.62572646,7.43117658464703e-33,4.79780540069883e-31,30.3189573710236,black,NS,
395,SLC15A4,0.62829226,7.71441328387366e-33,4.97271573212252e-31,30.3034063667278,black,NS,
396,CATSPERG,0.86153835,8.71106671714868e-33,5.60620357528522e-31,30.2513311359696,black,NS,
397,PPIB,0.83098567,1.14869215901348e-32,7.3691615263135e-31,30.1325819239742,black,NS,
398,AP3D1,0.6929325,1.22144769527263e-32,7.82346942851447e-31,30.1066006101736,black,NS,
399,HARS1,0.9956972,1.77145494024573e-32,1.13283280109026e-30,29.9458341845075,black,NS,
400,SBF1,0.7764818,1.78347253208748e-32,1.13871334833535e-30,29.9435855883916,black,NS,
401,TWF2,1.3756642,2.20857694134476e-32,1.40790674150306e-30,29.8514261115234,red,Up,
402,YEATS2,0.4991852,2.34537361279234e-32,1.49275261866556e-30,29.8260121582832,black,NS,
403,CALR,0.56714207,3.49699302771762e-32,2.22221515991278e-30,29.6532138939824,black,NS,
404,GSN,0.44195575,3.55171851585008e-32,2.25344254011922e-30,29.6471535114014,black,NS,
405,MAP4K4,0.37384936,3.62624536017039e-32,2.29711542815691e-30,29.6388171813169,black,NS,
406,SOCS2,0.7576656,4.00491796563745e-32,2.53301645375239e-30,29.5963619891472,black,NS,
407,RTN4,0.4779096,4.06253977278195e-32,2.56543982646788e-30,29.5908381674594,black,NS,
408,FLNB,0.81383115,4.32534230056634e-32,2.72712832050708e-30,29.5642944265699,black,NS,
409,NUDT3,0.5682533,7.09979721931687e-32,4.45553681794517e-30,29.3510999632262,black,NS,
410,EIF4A1,0.55877876,9.67484760542376e-32,6.05270466006294e-30,29.2180505168415,black,NS,
411,MAD1L1,0.57974106,1.07417441142984e-31,6.70976561145774e-30,29.1732926505357,black,NS,
412,SRP14,0.66332567,1.41643004643699e-31,8.80674656915646e-30,29.0551845011248,black,NS,
413,PARP15,0.71963525,1.45841525145246e-31,9.05384188101687e-30,29.0431670944223,black,NS,
414,DBI,0.77980286,1.73146533067329e-31,1.07159645741301e-29,28.9699687307941,black,NS,
415,VCP,0.5078931,1.80901550427368e-31,1.11673930192614e-29,28.9520481992651,black,NS,
416,MAFF,0.85520655,1.8099412754255e-31,1.11673930192614e-29,28.9520481992651,black,NS,
417,PSME1,0.5100909,2.87536507182858e-31,1.76870017345163e-29,28.7523457815909,black,NS,
418,NFKBID,0.6320039,3.62713423783788e-31,2.22773395380874e-29,28.6521366758375,black,NS,
419,ATP2A2,0.59347194,6.06838356394605e-31,3.70455996327309e-29,28.4312633711858,black,NS,
420,MAP7D1,0.564675,6.27133963875424e-31,3.82267518282494e-29,28.4176326029226,black,NS,
421,FLNA,0.40850225,7.42501182718762e-31,4.51906602188046e-29,28.344951313741,black,NS,
422,PITPNB,0.4247594,8.48813812129412e-31,5.15833357636235e-29,28.2874905765662,black,NS,
423,ENSG00000229588,3.7393627,9.51102422296711e-31,5.77126089391231e-29,28.2387292926597,red,Up,
424,HNRNPDL,0.49823013,1.04318207636679e-30,6.32049296479769e-29,28.1992490477394,black,NS,
425,CAPRIN1,0.48229098,1.04998856668468e-30,6.34268542557788e-29,28.1977268275153,black,NS,
426,PTMS,0.76620615,1.04998856668468e-30,6.34268542557788e-29,28.1977268275153,black,NS,
427,PPP2CA,0.47647727,1.10200986335023e-30,6.64698086784878e-29,28.1773755712634,black,NS,
428,STARD7,0.5811971,1.73488914841346e-30,1.04486935696687e-28,27.9809380072518,black,NS,
429,ECPAS,0.37544614,1.95332123650727e-30,1.17467091707215e-28,27.9300837835344,black,NS,
430,SEC61A1,0.6798278,3.25651807244805e-30,1.94677062606554e-28,27.7106852152505,black,NS,
431,COPA,0.502862,3.40196655677152e-30,2.03071234465746e-28,27.6923515911081,black,NS,
432,RAPGEF1,0.38429284,3.74630592656171e-30,2.22965983405041e-28,27.6517613896261,black,NS,
433,KMT2B,0.71296763,4.4622625267539e-30,2.65185887304232e-28,27.5764495919904,black,NS,
434,ACTN4,0.4571453,4.84353164999105e-30,2.86998809310483e-28,27.5421199050464,black,NS,
435,KAT6B,0.5542855,5.93166554614845e-30,3.4993357912015e-28,27.4560143812471,black,NS,
436,TYMP,0.42006454,5.97507884787502e-30,3.51980119225479e-28,27.4534818659381,black,NS,
437,STRIP2,1.082904,6.26173658858979e-30,3.68328855426786e-28,27.4337642565409,red,Up,
438,CEP192,0.47748747,6.52739026562616e-30,3.833962911187e-28,27.4163520926955,black,NS,
439,PTGIR,0.5038287,7.28463562858001e-30,4.26632245115327e-28,27.3699463234144,black,NS,
440,GRB10,1.2048086,7.62693790803303e-30,4.46032171688332e-28,27.3506338150932,red,Up,
441,KIF3A,1.0773088,1.04492229907754e-29,6.09316540641287e-28,27.2151570322617,red,Up,
442,CDV3,0.5204927,1.0791226237616e-29,6.28351459076887e-28,27.2017973721192,black,NS,
443,CCDC71L,2.1954012,1.34794341585903e-29,7.82621765708542e-28,27.1064480779845,red,Up,
444,LPIN2,0.48071998,1.45425979435878e-29,8.4313636813169e-28,27.0741021772882,black,NS,
445,SH2B3,0.46036544,1.65829879897784e-29,9.58677265563809e-28,27.0183275715306,black,NS,
446,SPECC1L,0.47077414,2.18515419457383e-29,1.26144981487043e-27,26.8991300226402,black,NS,
447,FAM78B,1.6583768,2.20642741921907e-29,1.27191084600469e-27,26.8955433292892,red,Up,
448,DDHD1,0.52448213,4.36297894915545e-29,2.50790493669972e-27,26.6006889296632,black,NS,
449,ID2,0.4883376,4.58956081586327e-29,2.63439485123349e-27,26.5793191310978,black,NS,
450,HM13,0.5658311,5.77184437906555e-29,3.3083162554553e-27,26.4803929811527,black,NS,
451,SARM1,0.88086313,7.4941727601852e-29,4.27729645288534e-27,26.3688306484127,black,NS,
452,EIF4H,0.5911864,8.07763973679959e-29,4.60379828614883e-27,26.33688371309,black,NS,
453,MSN,0.31720448,8.35155708422011e-29,4.75320213628279e-27,26.3230137163584,black,NS,
454,PRELID3B,1.1845177,9.21913201624676e-29,5.22486538089311e-27,26.2819248947075,red,Up,
455,ATP5F1E,0.57168746,1.20068076994986e-28,6.79521324390136e-27,26.1677969099107,black,NS,
456,NME2,0.97085184,1.3302044656358e-28,7.51770456545317e-27,26.1239147454105,black,NS,
457,MED4,0.5286323,1.74122417895938e-28,9.82683609361801e-27,26.0075862876878,black,NS,
458,DYNC1H1,0.36675262,1.90729991261705e-28,1.07490734740116e-26,25.9686289685359,black,NS,
459,RFXAP,1.1568983,2.20928439284928e-28,1.23990325202022e-26,25.9066122009289,red,Up,
460,ADAM8,0.7014356,2.22379069626732e-28,1.24631114133026e-26,25.9043735226093,black,NS,
461,CDC42SE1,0.3958499,2.24967704667529e-28,1.25907029386188e-26,25.8999500225656,black,NS,
462,NCOA3,0.3028086,2.60710030659274e-28,1.45507208259516e-26,25.8371154916967,black,NS,
463,DRAP1,0.82165796,4.19788928685467e-28,2.33324006202699e-26,25.6320405752868,black,NS,
464,RAC1,0.40976045,5.68629954146693e-28,3.15183460298453e-26,25.5014365808068,black,NS,
465,LRCH1,0.5138185,6.0154895456968e-28,3.32972611999941e-26,25.4775914870536,black,NS,
466,AK2,0.8414997,6.20646937397639e-28,3.43073222162597e-26,25.4646131785363,black,NS,
467,SNX2,0.52887,6.34143494734913e-28,3.50054149104558e-26,25.4558647703973,black,NS,
468,CPEB3,0.56539,6.48671105797462e-28,3.57584377884415e-26,25.4466214628817,black,NS,
469,HSPB1,1.0528126,7.88976013570573e-28,4.34335062750338e-26,25.3621751097482,red,Up,
470,UBQLN2,0.6550098,8.72271597309726e-28,4.79535469954251e-26,25.3191792637057,black,NS,
471,POMP,0.67376596,9.32086844757312e-28,5.11722018498599e-26,25.290965895698,black,NS,
472,SPON2,2.4551182,9.67288957009291e-28,5.30326684690746e-26,25.2754565197372,red,Up,
473,CREB5,1.9545181,1.18876356561001e-27,6.50868214375783e-26,25.1865069370282,red,Up,
474,MMP25,0.8925565,1.34037564607887e-27,7.31892260765555e-26,25.1355528451694,black,NS,
475,ADD1,0.4256912,1.40067653990031e-27,7.6378513159537e-26,25.1170288001771,black,NS,
476,OSBPL3,0.64412576,1.56406298079666e-27,8.5058045014969e-26,25.0702846033874,black,NS,
477,CELF1,0.34703082,1.57163732881553e-27,8.53549252925494e-26,25.0687714134402,black,NS,
478,CNP,0.7580006,1.57576702534228e-27,8.54641814604997e-26,25.0682158625041,black,NS,
479,CRYBG1,0.41998473,1.60144051575171e-27,8.67400371699506e-26,25.0617803960828,black,NS,
480,SMARCA4,0.50397784,1.7558281009597e-27,9.49747661259058e-26,25.0223917672163,black,NS,
481,TRIM16,1.2917501,1.83311040049995e-27,9.90223171097377e-26,25.0042669154495,red,Up,
482,STIP1,0.71719646,2.11854895004172e-27,1.1428835191455e-25,24.9419980299461,black,NS,
483,AGPAT3,0.3731686,2.32229395654406e-27,1.2511242421157e-25,24.9026995608213,black,NS,
484,N4BP1,0.35833022,2.34755575422089e-27,1.26304759725762e-25,24.8985802829864,black,NS,
485,EPHA1-AS1,1.7599556,2.39647719457141e-27,1.28765176771432e-25,24.89020157161,red,Up,
486,GNG5,0.65006375,2.94205257093889e-27,1.57450537589557e-25,24.8028558521962,black,NS,
487,CARM1,0.9149331,3.22552595324383e-27,1.71937150944907e-25,24.7646302739404,black,NS,
488,ADGRD1,2.1236546,3.66703080870932e-27,1.95213756191344e-25,24.7094895820203,red,Up,
489,RASGEF1B,0.799568,3.82312403681345e-27,2.03255205709481e-25,24.6919583225755,black,NS,
490,TP53BP2,0.47252235,4.865030664475e-27,2.57968091160178e-25,24.5884340098898,black,NS,
491,SET,0.4598454,6.33403612603316e-27,3.34981685134587e-25,24.4749789370301,black,NS,
492,USP7,0.44409537,6.55200333494717e-27,3.46055547868833e-25,24.4608541838759,black,NS,
493,MAP3K21,2.063292,8.19343565474125e-27,4.32184987634143e-25,24.364330322832,red,Up,
494,DSC2,0.8499423,1.07834216689981e-26,5.68058265257718e-25,24.2456071167852,black,NS,
495,IQSEC1,0.5169696,1.14518053301324e-26,6.02481419402222e-25,24.2200563422394,black,NS,
496,CORO7,0.70802015,1.26824911526655e-26,6.66359222646301e-25,24.1762915871138,black,NS,
497,ACLY,0.5127957,1.28470560383228e-26,6.74127965225489e-25,24.1712576564079,black,NS,
498,GNAI3,0.50389326,1.45139582448985e-26,7.59620289362057e-25,24.1194034438293,black,NS,
499,UAP1,1.5057125,1.60038064071176e-26,8.36509839559595e-25,24.0775289462242,red,Up,
500,RELA,0.6085621,1.68843848599951e-26,8.81395469431463e-25,24.0548291861905,black,NS,
501,ENSG00000264545,1.7048849,1.77350796121449e-26,9.24607147944795e-25,24.034042753445,red,Up,
502,PSTPIP2,0.90309346,1.78985324467355e-26,9.3192462102022e-25,24.0306192142543,black,NS,
503,KIF13B,0.5048034,1.859237538232e-26,9.66803519880638e-25,24.014661777108,black,NS,
504,HLX,0.9920428,1.86663709987031e-26,9.69402062470617e-25,24.0134960606204,black,NS,
505,DOCK11,0.4193753,1.9272318527383e-26,9.99584315188894e-25,24.0001805671518,black,NS,
506,UTP6,0.67348146,2.15765779102321e-26,1.11766119619215e-24,23.9516898269718,black,NS,
507,SPATC1,1.3908415,2.43757016977703e-26,1.26103630116465e-24,23.8992724113107,red,Up,
508,VANGL1,1.4211917,2.48316043766817e-26,1.28297682433785e-24,23.8917811886392,red,Up,
