gene,logfoldchanges,pvals,pvals_adj,cell_cytokine,cell_type,cytokine
OLAH,-0.40169787,0.99311207074349,1,CD8_Memory_IFN-lambda2,CD8_Memory,IFN-lambda2
OLAH,0.46952295,0.990648923870193,1,CD8_Memory_IFN-lambda3,CD8_Memory,IFN-lambda3
OLAH,1.0389471,0.95883046286538,1,CD8_Memory_IFN-omega,CD8_Memory,IFN-omega
OLAH,0.0056222025,0.991675406345414,1,CD8_Memory_IGF-1,CD8_Memory,IGF-1
OLAH,0.4739216,0.98214116943541,1,CD8_Memory_IL-1-alpha,CD8_Memory,IL-1-alpha
OLAH,-18.288544,0.974685282610409,1,CD8_Memory_IL-1-beta,CD8_Memory,IL-1-beta
OLAH,-18.288544,0.976738647151386,1,CD8_Memory_IL-10,CD8_Memory,IL-10
OLAH,-18.288544,0.97890447822816,1,CD8_Memory_IL-11,CD8_Memory,IL-11
OLAH,-0.3884299,0.979698237021215,1,CD8_Memory_IL-12,CD8_Memory,IL-12
OLAH,1.2919812,0.951192898697351,1,CD8_Memory_IL-13,CD8_Memory,IL-13
OLAH,-1.0517232,0.989226590736875,1,CD8_Memory_IL-15,CD8_Memory,IL-15
OLAH,-0.29788876,0.993864024132157,1,CD8_Memory_IL-16,CD8_Memory,IL-16
OLAH,-0.82697326,0.993136290185759,1,CD8_Memory_IL-17A,CD8_Memory,IL-17A
OLAH,1.045883,0.988086825157869,1,CD8_Memory_IL-17B,CD8_Memory,IL-17B
OLAH,-0.30809903,0.991977116133469,1,CD8_Memory_IL-17C,CD8_Memory,IL-17C
OLAH,0.10994652,0.990601510395442,1,CD8_Memory_IL-17D,CD8_Memory,IL-17D
OLAH,-0.51384944,0.990781299891936,1,CD8_Memory_IL-17E,CD8_Memory,IL-17E
OLAH,-0.06303174,0.995253107616905,1,CD8_Memory_IL-17F,CD8_Memory,IL-17F
OLAH,0.16122901,0.997474976317534,1,CD8_Memory_IL-18,CD8_Memory,IL-18
OLAH,-18.288544,0.976466995843282,1,CD8_Memory_IL-19,CD8_Memory,IL-19
OLAH,0.2696527,0.986921535718746,1,CD8_Memory_IL-1Ra,CD8_Memory,IL-1Ra
OLAH,0.6558327,0.978659044976436,1,CD8_Memory_IL-2,CD8_Memory,IL-2
OLAH,-1.2129695,0.990315883881755,1,CD8_Memory_IL-20,CD8_Memory,IL-20
OLAH,-18.288544,0.975754945990708,1,CD8_Memory_IL-21,CD8_Memory,IL-21
OLAH,-18.288544,0.976113052840606,1,CD8_Memory_IL-22,CD8_Memory,IL-22
OLAH,-0.25909862,0.997900864110452,1,CD8_Memory_IL-23,CD8_Memory,IL-23
OLAH,-1.7579637,0.992180592475009,1,CD8_Memory_IL-24,CD8_Memory,IL-24
OLAH,0.50518644,0.989290798577066,1,CD8_Memory_IL-26,CD8_Memory,IL-26
OLAH,0.4359496,0.996433582893792,1,CD8_Memory_IL-27,CD8_Memory,IL-27
OLAH,-0.19460244,0.9911739822308,1,CD8_Memory_IL-3,CD8_Memory,IL-3
OLAH,0.15089156,0.997448128435187,1,CD8_Memory_IL-31,CD8_Memory,IL-31
OLAH,0.07428815,0.980176972324293,1,CD8_Memory_IL-32-beta,CD8_Memory,IL-32-beta
OLAH,-2.150431,0.98577975491865,1,CD8_Memory_IL-33,CD8_Memory,IL-33
OLAH,0.037189253,0.987453387087736,1,CD8_Memory_IL-34,CD8_Memory,IL-34
OLAH,-0.18047862,0.991707338707425,1,CD8_Memory_IL-35,CD8_Memory,IL-35
OLAH,-0.5997728,0.997701849597102,1,CD8_Memory_IL-36-alpha,CD8_Memory,IL-36-alpha
OLAH,-2.1098387,0.984768510607538,1,CD8_Memory_IL-36Ra,CD8_Memory,IL-36Ra
OLAH,-0.04711216,0.994990099024388,1,CD8_Memory_IL-4,CD8_Memory,IL-4
OLAH,0.6370462,0.978011060590105,1,CD8_Memory_IL-5,CD8_Memory,IL-5
OLAH,0.8254649,0.994897286291421,1,CD8_Memory_IL-6,CD8_Memory,IL-6
OLAH,-0.9842049,0.986527005363503,1,CD8_Memory_IL-7,CD8_Memory,IL-7
OLAH,-0.45831716,0.99228775090571,1,CD8_Memory_IL-8,CD8_Memory,IL-8
OLAH,0.18516801,0.99222906385097,1,CD8_Memory_IL-9,CD8_Memory,IL-9
OLAH,0.470126,0.994827938651115,1,CD8_Memory_Leptin,CD8_Memory,Leptin
OLAH,-0.3790284,0.997543594374069,1,CD8_Memory_LIF,CD8_Memory,LIF
OLAH,0.5778268,0.984117656112717,1,CD8_Memory_LIGHT,CD8_Memory,LIGHT
OLAH,-0.36465412,0.992656898938058,1,CD8_Memory_LT-alpha1-beta2,CD8_Memory,LT-alpha1-beta2
OLAH,-0.4608983,0.989986950651064,1,CD8_Memory_LT-alpha2-beta1,CD8_Memory,LT-alpha2-beta1
OLAH,0.97131,0.977049498146433,1,CD8_Memory_M-CSF,CD8_Memory,M-CSF
OLAH,-1.2100483,0.989461185962676,1,CD8_Memory_Noggin,CD8_Memory,Noggin
OLAH,0.3054366,0.985418897951187,1,CD8_Memory_OSM,CD8_Memory,OSM
OLAH,0.0170179,0.991861133043212,1,CD8_Memory_OX40L,CD8_Memory,OX40L
OLAH,0.6825538,0.993109444786879,1,CD8_Memory_PRL,CD8_Memory,PRL
OLAH,-18.288544,0.976626403994307,1,CD8_Memory_PSPN,CD8_Memory,PSPN
OLAH,-18.288544,0.976156006397776,1,CD8_Memory_RANKL,CD8_Memory,RANKL
OLAH,-1.3718423,0.988287274866213,1,CD8_Memory_SCF,CD8_Memory,SCF
OLAH,-18.288544,0.976512360400777,1,CD8_Memory_TGF-beta1,CD8_Memory,TGF-beta1
OLAH,-18.288544,0.977896203016461,1,CD8_Memory_TL1A,CD8_Memory,TL1A
OLAH,-18.288544,0.975877160499914,1,CD8_Memory_TNF-alpha,CD8_Memory,TNF-alpha
OLAH,-18.288544,0.976572623347578,1,CD8_Memory_TPO,CD8_Memory,TPO
OLAH,-0.3603724,0.994246199262749,1,CD8_Memory_TRAIL,CD8_Memory,TRAIL
OLAH,-2.100052,0.984788789717943,1,CD8_Memory_TSLP,CD8_Memory,TSLP
OLAH,-18.288544,0.976892888444659,1,CD8_Memory_TWEAK,CD8_Memory,TWEAK
OLAH,-1.555497,0.992274192162633,1,CD8_Memory_VEGF,CD8_Memory,VEGF
OLAH,-21.514265,0.967270175177145,1,HSPC_4-1BBL,HSPC,4-1BBL
OLAH,-21.514265,0.966721922366508,1,HSPC_ADSF,HSPC,ADSF
OLAH,-21.514265,0.969994674055581,1,HSPC_APRIL,HSPC,APRIL
OLAH,-21.514265,0.972017771929849,1,HSPC_BAFF,HSPC,BAFF
OLAH,-21.514265,0.9667993050937,1,HSPC_C3a,HSPC,C3a
OLAH,-21.514265,0.969903462462182,1,HSPC_C5a,HSPC,C5a
OLAH,-21.514265,0.965596637927177,1,HSPC_CD27L,HSPC,CD27L
OLAH,-21.514265,0.964190841508972,1,HSPC_CD30L,HSPC,CD30L
OLAH,-21.514265,0.96841534507856,1,HSPC_CD40L,HSPC,CD40L
OLAH,-0.57822603,0.958382530788811,1,HSPC_CT-1,HSPC,CT-1
OLAH,-21.514265,0.965235547506124,1,HSPC_Decorin,HSPC,Decorin
OLAH,-21.514265,0.965092966927638,1,HSPC_EGF,HSPC,EGF
OLAH,-21.514265,0.969014302907251,1,HSPC_EPO,HSPC,EPO
OLAH,0.17444105,0.941398878868414,1,HSPC_FasL,HSPC,FasL
OLAH,-21.514265,0.968247558115649,1,HSPC_FGF-beta,HSPC,FGF-beta
OLAH,-21.514265,0.968331270272894,1,HSPC_FLT3L,HSPC,FLT3L
OLAH,-21.514265,0.966113689058078,1,HSPC_G-CSF,HSPC,G-CSF
OLAH,-21.514265,0.968164205396033,1,HSPC_GDNF,HSPC,GDNF
OLAH,-21.514265,0.971516278738658,1,HSPC_GITRL,HSPC,GITRL
OLAH,-21.514265,0.965379180681508,1,HSPC_GM-CSF,HSPC,GM-CSF
OLAH,-21.514265,0.970363905628114,1,HSPC_HGF,HSPC,HGF
OLAH,-21.514265,0.963655827510764,1,HSPC_IFN-alpha1,HSPC,IFN-alpha1
OLAH,-21.514265,0.969188891846199,1,HSPC_IFN-beta,HSPC,IFN-beta
OLAH,0.0016612561,0.950818131639035,1,HSPC_IFN-epsilon,HSPC,IFN-epsilon
OLAH,-21.514265,0.967429698312463,1,HSPC_IFN-gamma,HSPC,IFN-gamma
OLAH,-21.514265,0.966876996639072,1,HSPC_IFN-lambda1,HSPC,IFN-lambda1
OLAH,-21.514265,0.967190901424669,1,HSPC_IFN-lambda2,HSPC,IFN-lambda2
OLAH,0.37468517,0.933728600039666,1,HSPC_IFN-lambda3,HSPC,IFN-lambda3
OLAH,-21.514265,0.970645561324277,1,HSPC_IFN-omega,HSPC,IFN-omega
OLAH,-21.514265,0.966188687276204,1,HSPC_IGF-1,HSPC,IGF-1
OLAH,-21.514265,0.968499785791358,1,HSPC_IL-1-alpha,HSPC,IL-1-alpha
OLAH,-21.514265,0.968081208950172,1,HSPC_IL-1-beta,HSPC,IL-1-beta
OLAH,-21.514265,0.967033316201153,1,HSPC_IL-10,HSPC,IL-10
OLAH,-21.514265,0.96841534507856,1,HSPC_IL-11,HSPC,IL-11
OLAH,-21.514265,0.966113689058078,1,HSPC_IL-12,HSPC,IL-12
OLAH,-21.514265,0.962379632026203,1,HSPC_IL-13,HSPC,IL-13
OLAH,0.96629655,0.946488618085345,1,HSPC_IL-15,HSPC,IL-15
OLAH,-21.514265,0.967998565660143,1,HSPC_IL-16,HSPC,IL-16
OLAH,-21.514265,0.969722324274874,1,HSPC_IL-17A,HSPC,IL-17A
OLAH,-21.514265,0.970457332401796,1,HSPC_IL-17B,HSPC,IL-17B
OLAH,-21.514265,0.968584595718936,1,HSPC_IL-17C,HSPC,IL-17C
OLAH,-0.26276392,0.937117048758189,1,HSPC_IL-17D,HSPC,IL-17D
OLAH,-21.514265,0.967509953145778,1,HSPC_IL-17E,HSPC,IL-17E
OLAH,-21.514265,0.965890412230697,1,HSPC_IL-17F,HSPC,IL-17F
OLAH,-21.514265,0.965596637927177,1,HSPC_IL-18,HSPC,IL-18
OLAH,-21.514265,0.965816552009692,1,HSPC_IL-19,HSPC,IL-19
OLAH,-21.514265,0.963788203366452,1,HSPC_IL-1Ra,HSPC,IL-1Ra
OLAH,-21.514265,0.966876996639072,1,HSPC_IL-2,HSPC,IL-2
OLAH,-21.514265,0.96841534507856,1,HSPC_IL-20,HSPC,IL-20
OLAH,-0.038968373,0.939021902969957,1,HSPC_IL-21,HSPC,IL-21
OLAH,-21.514265,0.966113689058078,1,HSPC_IL-22,HSPC,IL-22
OLAH,-21.514265,0.964123152139168,1,HSPC_IL-23,HSPC,IL-23
OLAH,-21.514265,0.968669778218937,1,HSPC_IL-24,HSPC,IL-24
OLAH,-21.514265,0.969188891846199,1,HSPC_IL-26,HSPC,IL-26
OLAH,-21.514265,0.965164126592626,1,HSPC_IL-27,HSPC,IL-27
OLAH,-21.514265,0.970086319729371,1,HSPC_IL-3,HSPC,IL-3
OLAH,-21.514265,0.966568073546802,1,HSPC_IL-31,HSPC,IL-31
OLAH,-21.514265,0.966263975477832,1,HSPC_IL-32-beta,HSPC,IL-32-beta
OLAH,-21.514265,0.964395337447525,1,HSPC_IL-33,HSPC,IL-33
OLAH,0.41576996,0.946488618085345,1,HSPC_IL-34,HSPC,IL-34
OLAH,0.8398581,0.948078049924202,1,HSPC_IL-35,HSPC,IL-35
OLAH,-0.6896604,0.95550165571392,1,HSPC_IL-36-alpha,HSPC,IL-36-alpha
OLAH,-21.514265,0.962317984990437,1,HSPC_IL-36Ra,HSPC,IL-36Ra
OLAH,-21.514265,0.967270175177145,1,HSPC_IL-4,HSPC,IL-4
OLAH,-21.514265,0.967834326300003,1,HSPC_IL-5,HSPC,IL-5
OLAH,-21.514265,0.968927595502744,1,HSPC_IL-6,HSPC,IL-6
OLAH,0.8755816,0.95667704207774,1,HSPC_IL-7,HSPC,IL-7
OLAH,-21.514265,0.96875533670008,1,HSPC_IL-8,HSPC,IL-8
OLAH,-21.514265,0.961831794582384,1,HSPC_IL-9,HSPC,IL-9
OLAH,0.96973604,0.864447643602042,1,HSPC_Leptin,HSPC,Leptin
OLAH,-21.514265,0.965669666932192,1,HSPC_LIF,HSPC,LIF
OLAH,0.038866382,0.942634505880133,1,HSPC_LIGHT,HSPC,LIGHT
OLAH,-21.514265,0.969453766682674,1,HSPC_LT-alpha1-beta2,HSPC,LT-alpha1-beta2
OLAH,-21.514265,0.970178403885282,1,HSPC_LT-alpha2-beta1,HSPC,LT-alpha2-beta1
OLAH,-21.514265,0.971916407954749,1,HSPC_M-CSF,HSPC,M-CSF
OLAH,-21.514265,0.966339555912545,1,HSPC_Noggin,HSPC,Noggin
OLAH,-21.514265,0.96545139680166,1,HSPC_OSM,HSPC,OSM
OLAH,-21.514265,0.970931416382725,1,HSPC_OX40L,HSPC,OX40L
OLAH,-21.514265,0.967111949310517,1,HSPC_PRL,HSPC,PRL
OLAH,-21.514265,0.968584595718936,1,HSPC_PSPN,HSPC,PSPN
OLAH,-21.514265,0.966415430858767,1,HSPC_RANKL,HSPC,RANKL
OLAH,-0.33715662,0.935541851565514,1,HSPC_SCF,HSPC,SCF
OLAH,-21.514265,0.96791627245303,1,HSPC_TGF-beta1,HSPC,TGF-beta1
OLAH,-21.514265,0.96954287139072,1,HSPC_TL1A,HSPC,TL1A
OLAH,-21.514265,0.965523881887637,1,HSPC_TNF-alpha,HSPC,TNF-alpha
OLAH,-21.514265,0.969632389237608,1,HSPC_TPO,HSPC,TPO
OLAH,-21.514265,0.965235547506124,1,HSPC_TRAIL,HSPC,TRAIL
OLAH,-21.514265,0.962503521220486,1,HSPC_TSLP,HSPC,TSLP
OLAH,-21.514265,0.96841534507856,1,HSPC_TWEAK,HSPC,TWEAK
OLAH,-21.514265,0.968841274623269,1,HSPC_VEGF,HSPC,VEGF
OLAH,-22.438534,0.974057964477661,1,ILC_4-1BBL,ILC,4-1BBL
OLAH,-22.438534,0.975882311020384,1,ILC_ADSF,ILC,ADSF
OLAH,-22.438534,0.979728625383913,1,ILC_APRIL,ILC,APRIL
OLAH,-22.438534,0.980925754973604,1,ILC_BAFF,ILC,BAFF
OLAH,-22.438534,0.97566734284731,1,ILC_C3a,ILC,C3a
OLAH,-22.438534,0.979030852602839,1,ILC_C5a,ILC,C5a
OLAH,-22.438534,0.976777106562923,1,ILC_CD27L,ILC,CD27L
OLAH,-22.438534,0.975561094391016,1,ILC_CD30L,ILC,CD30L
OLAH,-22.438534,0.979030852602839,1,ILC_CD40L,ILC,CD40L
OLAH,-22.438534,0.973318479320155,1,ILC_CT-1,ILC,CT-1
OLAH,-22.438534,0.975774410830916,1,ILC_Decorin,ILC,Decorin
OLAH,-22.438534,0.97566734284731,1,ILC_EGF,ILC,EGF
OLAH,-22.438534,0.977610410426657,1,ILC_EPO,ILC,EPO
OLAH,1.9163675,0.901455995568567,1,ILC_FasL,ILC,FasL
OLAH,-22.438534,0.980018085363718,1,ILC_FGF-beta,ILC,FGF-beta
OLAH,-22.438534,0.977128116333732,1,ILC_FLT3L,ILC,FLT3L
OLAH,-22.438534,0.972531518306407,1,ILC_G-CSF,ILC,G-CSF
OLAH,-22.438534,0.976547941034838,1,ILC_GDNF,ILC,GDNF
OLAH,-22.438534,0.979305689473679,1,ILC_GITRL,ILC,GITRL
OLAH,-22.438534,0.973683261914872,1,ILC_GM-CSF,ILC,GM-CSF
OLAH,-22.438534,0.977983502883925,1,ILC_HGF,ILC,HGF
OLAH,1.2434268,0.913009202110216,1,ILC_IFN-alpha1,ILC,IFN-alpha1
OLAH,-22.438534,0.979872581990012,1,ILC_IFN-beta,ILC,IFN-beta
OLAH,-22.438534,0.975247144043551,1,ILC_IFN-epsilon,ILC,IFN-epsilon
OLAH,-22.438534,0.976100660369813,1,ILC_IFN-gamma,ILC,IFN-gamma
OLAH,-22.438534,0.977367162613857,1,ILC_IFN-lambda1,ILC,IFN-lambda1
OLAH,-22.438534,0.978237956649982,1,ILC_IFN-lambda2,ILC,IFN-lambda2
OLAH,-22.438534,0.980165172247706,1,ILC_IFN-lambda3,ILC,IFN-lambda3
OLAH,-22.438534,0.982069444018578,1,ILC_IFN-omega,ILC,IFN-omega
OLAH,-22.438534,0.978110142552844,1,ILC_IGF-1,ILC,IGF-1
OLAH,-22.438534,0.980616324324515,1,ILC_IL-1-alpha,ILC,IL-1-alpha
OLAH,0.9187473,0.899015702827675,1,ILC_IL-1-beta,ILC,IL-1-beta
OLAH,-22.438534,0.975351006904618,1,ILC_IL-10,ILC,IL-10
OLAH,-22.438534,0.976893125068862,1,ILC_IL-11,ILC,IL-11
OLAH,-22.438534,0.978895479042452,1,ILC_IL-12,ILC,IL-12
OLAH,-22.438534,0.973963330581962,1,ILC_IL-13,ILC,IL-13
OLAH,-22.438534,0.977733658135284,1,ILC_IL-15,ILC,IL-15
OLAH,-22.438534,0.976893125068862,1,ILC_IL-16,ILC,IL-16
OLAH,-22.438534,0.97701012265031,1,ILC_IL-17A,ILC,IL-17A
OLAH,-22.438534,0.977983502883925,1,ILC_IL-17B,ILC,IL-17B
OLAH,-22.438534,0.977247123641728,1,ILC_IL-17C,ILC,IL-17C
OLAH,-22.438534,0.974249199825674,1,ILC_IL-17D,ILC,IL-17D
OLAH,-22.438534,0.977983502883925,1,ILC_IL-17E,ILC,IL-17E
OLAH,-22.438534,0.974739187042501,1,ILC_IL-17F,ILC,IL-17F
OLAH,-22.438534,0.979728625383913,1,ILC_IL-18,ILC,IL-18
OLAH,1.1008853,0.896473609855548,1,ILC_IL-19,ILC,IL-19
OLAH,-22.438534,0.975561094391016,1,ILC_IL-1Ra,ILC,IL-1Ra
OLAH,-22.438534,0.977858015294399,1,ILC_IL-2,ILC,IL-2
OLAH,-22.438534,0.974249199825674,1,ILC_IL-20,ILC,IL-20
OLAH,-22.438534,0.976777106562923,1,ILC_IL-21,ILC,IL-21
OLAH,-22.438534,0.97566734284731,1,ILC_IL-22,ILC,IL-22
OLAH,-22.438534,0.975774410830916,1,ILC_IL-23,ILC,IL-23
OLAH,-22.438534,0.977128116333732,1,ILC_IL-24,ILC,IL-24
OLAH,-22.438534,0.979030852602839,1,ILC_IL-26,ILC,IL-26
OLAH,-22.438534,0.978366968256639,1,ILC_IL-27,ILC,IL-27
OLAH,-22.438534,0.976547941034838,1,ILC_IL-3,ILC,IL-3
OLAH,1.0714866,0.891989462919576,1,ILC_IL-31,ILC,IL-31
OLAH,-22.438534,0.975774410830916,1,ILC_IL-32-beta,ILC,IL-32-beta
OLAH,-22.438534,0.976434762267608,1,ILC_IL-33,ILC,IL-33
OLAH,-22.438534,0.974057964477661,1,ILC_IL-34,ILC,IL-34
OLAH,-22.438534,0.977247123641728,1,ILC_IL-35,ILC,IL-35
OLAH,-22.438534,0.977247123641728,1,ILC_IL-36-alpha,ILC,IL-36-alpha
OLAH,-22.438534,0.975561094391016,1,ILC_IL-36Ra,ILC,IL-36Ra
OLAH,-22.438534,0.97701012265031,1,ILC_IL-4,ILC,IL-4
OLAH,-22.438534,0.976662050582401,1,ILC_IL-5,ILC,IL-5
OLAH,-22.438534,0.978237956649982,1,ILC_IL-6,ILC,IL-6
OLAH,-22.438534,0.976893125068862,1,ILC_IL-7,ILC,IL-7
OLAH,-22.438534,0.977610410426657,1,ILC_IL-8,ILC,IL-8
OLAH,-22.438534,0.976100660369813,1,ILC_IL-9,ILC,IL-9
OLAH,-22.438534,0.975991056419604,1,ILC_Leptin,ILC,Leptin
OLAH,-22.438534,0.973228775554112,1,ILC_LIF,ILC,LIF
OLAH,-22.438534,0.973499662088718,1,ILC_LIGHT,ILC,LIGHT
OLAH,-22.438534,0.979030852602839,1,ILC_LT-alpha1-beta2,ILC,LT-alpha1-beta2
OLAH,-22.438534,0.979872581990012,1,ILC_LT-alpha2-beta1,ILC,LT-alpha2-beta1
OLAH,-22.438534,0.979030852602839,1,ILC_M-CSF,ILC,M-CSF
OLAH,-22.438534,0.974639792192345,1,ILC_Noggin,ILC,Noggin
OLAH,-22.438534,0.974940141938809,1,ILC_OSM,ILC,OSM
OLAH,-22.438534,0.976211136562178,1,ILC_OX40L,ILC,OX40L
OLAH,-22.438534,0.977733658135284,1,ILC_PRL,ILC,PRL
OLAH,-22.438534,0.976547941034838,1,ILC_PSPN,ILC,PSPN
OLAH,-22.438534,0.976100660369813,1,ILC_RANKL,ILC,RANKL
OLAH,-22.438534,0.976434762267608,1,ILC_SCF,ILC,SCF
OLAH,-22.438534,0.976322499051008,1,ILC_TGF-beta1,ILC,TGF-beta1
OLAH,-22.438534,0.977983502883925,1,ILC_TL1A,ILC,TL1A
OLAH,-22.438534,0.976211136562178,1,ILC_TNF-alpha,ILC,TNF-alpha
OLAH,-22.438534,0.974443117788755,1,ILC_TPO,ILC,TPO
OLAH,-22.438534,0.97566734284731,1,ILC_TRAIL,ILC,TRAIL
OLAH,-22.438534,0.974940141938809,1,ILC_TSLP,ILC,TSLP
OLAH,-22.438534,0.977733658135284,1,ILC_TWEAK,ILC,TWEAK
OLAH,-22.438534,0.979728625383913,1,ILC_VEGF,ILC,VEGF
OLAH,0.7795726,0.985682722925443,1,MAIT_4-1BBL,MAIT,4-1BBL
OLAH,1.1107876,0.966978678636071,1,MAIT_ADSF,MAIT,ADSF
OLAH,1.4924905,0.947858271162545,1,MAIT_APRIL,MAIT,APRIL
OLAH,2.50606,0.90044726968861,1,MAIT_BAFF,MAIT,BAFF
OLAH,-0.38654774,0.997866730800176,1,MAIT_C3a,MAIT,C3a
OLAH,0.9024335,0.973192943958626,1,MAIT_C5a,MAIT,C5a
OLAH,2.0776672,0.943516876309076,1,MAIT_CD27L,MAIT,CD27L
OLAH,-0.35530064,0.992727096406376,1,MAIT_CD30L,MAIT,CD30L
OLAH,-1.1836389,0.997364947135089,1,MAIT_CD40L,MAIT,CD40L
OLAH,1.3421224,0.939619220124635,1,MAIT_CT-1,MAIT,CT-1
OLAH,2.2160728,0.895452061714036,1,MAIT_Decorin,MAIT,Decorin
OLAH,-18.970654,0.971011472909524,1,MAIT_EGF,MAIT,EGF
OLAH,0.79543316,0.961666847307239,1,MAIT_EPO,MAIT,EPO
OLAH,1.701329,0.964246649622199,1,MAIT_FasL,MAIT,FasL
OLAH,0.07186539,0.978904405332679,1,MAIT_FGF-beta,MAIT,FGF-beta
OLAH,0.95128536,0.98239030260322,1,MAIT_FLT3L,MAIT,FLT3L
OLAH,1.6948068,0.928097409801647,1,MAIT_G-CSF,MAIT,G-CSF
OLAH,0.07229519,0.995685456394571,1,MAIT_GDNF,MAIT,GDNF
OLAH,2.0728474,0.933252275666609,1,MAIT_GITRL,MAIT,GITRL
OLAH,-1.1817446,0.998190956806998,1,MAIT_GM-CSF,MAIT,GM-CSF
OLAH,-18.970654,0.972809630063434,1,MAIT_HGF,MAIT,HGF
OLAH,-18.970654,0.972663804888741,1,MAIT_IFN-alpha1,MAIT,IFN-alpha1
OLAH,-18.970654,0.979336323406811,1,MAIT_IFN-beta,MAIT,IFN-beta
OLAH,0.61932856,0.985106732295897,1,MAIT_IFN-epsilon,MAIT,IFN-epsilon
OLAH,0.19995746,0.999281125312095,1,MAIT_IFN-gamma,MAIT,IFN-gamma
OLAH,0.92046285,0.961648159999266,1,MAIT_IFN-lambda1,MAIT,IFN-lambda1
OLAH,0.18989415,0.981587473194316,1,MAIT_IFN-lambda2,MAIT,IFN-lambda2
OLAH,1.0655953,0.975071978395879,1,MAIT_IFN-lambda3,MAIT,IFN-lambda3
OLAH,-18.970654,0.980501729988514,1,MAIT_IFN-omega,MAIT,IFN-omega
OLAH,1.5869269,0.940380505365073,1,MAIT_IGF-1,MAIT,IGF-1
OLAH,0.97039276,0.977967053360129,1,MAIT_IL-1-alpha,MAIT,IL-1-alpha
OLAH,-0.12653778,0.996347159853873,1,MAIT_IL-1-beta,MAIT,IL-1-beta
OLAH,-0.08093218,0.992449310663919,1,MAIT_IL-10,MAIT,IL-10
OLAH,1.6941077,0.927082765998018,1,MAIT_IL-11,MAIT,IL-11
OLAH,-18.970654,0.971273750629948,1,MAIT_IL-12,MAIT,IL-12
OLAH,1.1120716,0.975234230172149,1,MAIT_IL-13,MAIT,IL-13
OLAH,0.17376778,0.996273708757797,1,MAIT_IL-15,MAIT,IL-15
OLAH,1.6400013,0.938369731907049,1,MAIT_IL-16,MAIT,IL-16
OLAH,1.4088327,0.959017778072519,1,MAIT_IL-17A,MAIT,IL-17A
OLAH,1.231444,0.954465700659119,1,MAIT_IL-17B,MAIT,IL-17B
OLAH,-0.063709095,0.996917916379458,1,MAIT_IL-17C,MAIT,IL-17C
OLAH,0.931161,0.983034946731932,1,MAIT_IL-17D,MAIT,IL-17D
OLAH,-1.0158646,0.99495838393296,1,MAIT_IL-17E,MAIT,IL-17E
OLAH,1.169855,0.942905758103083,1,MAIT_IL-17F,MAIT,IL-17F
OLAH,0.97208923,0.987582240619235,1,MAIT_IL-18,MAIT,IL-18
OLAH,1.1124792,0.963614028033767,1,MAIT_IL-19,MAIT,IL-19
OLAH,0.47646126,0.990234110634091,1,MAIT_IL-1Ra,MAIT,IL-1Ra
OLAH,-0.90320784,0.994854635685534,1,MAIT_IL-2,MAIT,IL-2
OLAH,0.032386974,0.993084905008797,1,MAIT_IL-20,MAIT,IL-20
OLAH,-0.24632591,0.990456913275451,1,MAIT_IL-21,MAIT,IL-21
OLAH,0.24410686,0.987351066076423,1,MAIT_IL-22,MAIT,IL-22
OLAH,-0.20780191,0.991783897564711,1,MAIT_IL-23,MAIT,IL-23
OLAH,1.2622186,0.959641601694889,1,MAIT_IL-24,MAIT,IL-24
OLAH,1.673174,0.958798570315835,1,MAIT_IL-26,MAIT,IL-26
OLAH,-18.970654,0.972725627698428,1,MAIT_IL-27,MAIT,IL-27
OLAH,-1.3375419,0.997356648396292,1,MAIT_IL-3,MAIT,IL-3
OLAH,1.5632871,0.923465748894464,1,MAIT_IL-31,MAIT,IL-31
OLAH,1.1227243,0.976410438759695,1,MAIT_IL-32-beta,MAIT,IL-32-beta
OLAH,0.67636275,0.988541638170237,1,MAIT_IL-33,MAIT,IL-33
OLAH,-1.0576108,0.992497558277335,1,MAIT_IL-34,MAIT,IL-34
OLAH,1.3680805,0.961374213463273,1,MAIT_IL-35,MAIT,IL-35
OLAH,0.45435223,0.977218889083328,1,MAIT_IL-36-alpha,MAIT,IL-36-alpha
OLAH,1.855883,0.915092136393745,1,MAIT_IL-36Ra,MAIT,IL-36Ra
OLAH,-1.2278116,0.993249950021989,1,MAIT_IL-4,MAIT,IL-4
OLAH,0.7244165,0.983955829389865,1,MAIT_IL-5,MAIT,IL-5
OLAH,-0.4955343,0.996008410116358,1,MAIT_IL-6,MAIT,IL-6
OLAH,3.2582972,0.775746828001533,1,MAIT_IL-7,MAIT,IL-7
OLAH,1.9871925,0.938656436704768,1,MAIT_IL-8,MAIT,IL-8
OLAH,-18.970654,0.967622209357114,1,MAIT_IL-9,MAIT,IL-9
OLAH,1.222089,0.962786739850777,1,MAIT_Leptin,MAIT,Leptin
OLAH,-0.40784281,0.992657717040545,1,MAIT_LIF,MAIT,LIF
OLAH,0.5115441,0.988482217487786,1,MAIT_LIGHT,MAIT,LIGHT
OLAH,-18.970654,0.973466583289914,1,MAIT_LT-alpha1-beta2,MAIT,LT-alpha1-beta2
OLAH,-18.970654,0.973711939815959,1,MAIT_LT-alpha2-beta1,MAIT,LT-alpha2-beta1
OLAH,0.90852726,0.974789299198974,1,MAIT_M-CSF,MAIT,M-CSF
OLAH,2.24501,0.907496312187758,1,MAIT_Noggin,MAIT,Noggin
OLAH,0.57549554,0.966152487729809,1,MAIT_OSM,MAIT,OSM
